Customer Id,Subscription Id,Invoice Number,Invoice Date,Start Date,Amount,Status,Paid On,Next Retry,Refunded Amount,Recurring,First Invoice,Customer First Name,Customer Last Name,Customer Email,Customer Company,Tax Total
HpvtAaeP9MT4oDcT,HpvtAaeP9MT4oDcT,7026,2015-04-09T12:42:00.000Z,2015-04-09T12:38:00.000Z,10900,Pending,,,0,TRUE,FALSE,,,,,990
HpvtAaeP9MT4oDcT,HpvtAaeP9MT4oDcT,7025,2015-04-09T12:38:00.000Z,2015-04-09T12:38:00.000Z,1100,Payment Due,,,0,TRUE,TRUE,,,,,100
2uENY39VP9EWToN1oTn,2uENY39VP9EWToN1oTn,7024,2015-04-08T04:01:00.000Z,2015-04-08T04:01:00.000Z,1100,Payment Due,,,0,TRUE,TRUE,,,chitra@chargebee.com,,100
1mqYqp8P7vGR0b8Ww,1mqYqp8P7vGR0b8Ww,7023,2015-04-01T06:26:00.000Z,2015-04-01T06:26:00.000Z,1100,Paid,4/1/2015 6:26:00,,0,FALSE,TRUE,John,Wayne,john@user.com,,100
1mqYqp8P7vGR0b8Ww,1mqYqp8P7vGR0b8Ww,7022,2015-04-01T06:26:00.000Z,2015-03-25T06:30:00.000Z,1700,Pending,,,0,TRUE,FALSE,John,Wayne,john@user.com,,155
1mqYqp8P7vGR0b8Ww,1mqYqp8P7vGR0b8Ww,7021,2015-03-25T06:30:00.000Z,2015-03-25T06:30:00.000Z,1100,Paid,3/25/2015 6:30:00,,0,TRUE,TRUE,John,Wayne,john@user.com,,100
1mqYqp8P7vDLW98TV,1mqYqp8P7vDLW98TV,7020,2015-03-25T06:28:00.000Z,2015-03-25T06:28:00.000Z,1100,Paid,3/25/2015 6:28:00,,0,TRUE,TRUE,asda,asd,asdfa@asd.com,,100
test_sub2,test_sub2,7019,2015-03-25T06:08:00.000Z,2015-03-25T06:08:00.000Z,1100,Paid,3/25/2015 6:08:00,,0,TRUE,TRUE,John,Doe,,,100
test_sub,test_sub,7018,2015-03-25T06:07:00.000Z,2015-03-25T06:07:00.000Z,1100,Paid,3/25/2015 6:07:00,,0,TRUE,TRUE,John,Doe,,,100
2uENY34LP7v8aYs8di,2uENY34LP7vA8698fV,7017,2015-03-25T06:04:00.000Z,2015-03-25T06:04:00.000Z,1100,Paid,3/25/2015 6:04:00,,0,TRUE,TRUE,John,Doe,john@test.com,,100
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,7015,2015-03-25T05:46:00.000Z,2015-03-25T05:44:00.000Z,0,Paid,3/25/2015 5:47:00,,0,TRUE,FALSE,Jon,M,jon@cbacme.com,,0
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,7014,2015-03-25T05:44:00.000Z,2015-03-25T05:44:00.000Z,12000,Pending,,,0,TRUE,FALSE,Jon,M,jon@cbacme.com,,1090
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,7012,2015-03-25T05:43:00.000Z,2015-03-25T05:42:00.000Z,0,Paid,3/25/2015 5:44:00,,0,TRUE,FALSE,Jon,M,jon@cbacme.com,,0
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,7011,2015-03-25T05:42:00.000Z,2015-03-24T12:23:00.000Z,3500,Paid,3/25/2015 5:43:00,,0,TRUE,FALSE,Jon,M,jon@cbacme.com,,319
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,DemoInv_102,2015-03-24T12:23:00.000Z,2015-03-09T12:23:00.000Z,11665,Paid,3/24/2015 12:23:00,,0,TRUE,TRUE,Jon,M,jon@cbacme.com,,0
cbdemo_XpbGA4wP6d1ML7N,cbdemo_XpbGA4wP6d1ML7N,DemoInv_103,2015-03-20T12:23:00.000Z,2015-03-05T12:23:00.000Z,4900,Paid,3/20/2015 12:23:00,,0,TRUE,TRUE,Michael,B,mbruner@cbacme.com,,0
cbdemo_XpbGA4wP6d1MalY,cbdemo_XpbGA4wP6d1MalY,DemoInv_104,2015-03-14T12:23:00.000Z,2015-02-12T12:23:00.000Z,19800,Paid,3/14/2015 12:23:00,,0,TRUE,TRUE,Tammy,M,tmaddix@cbacme.com,,0
cbdemo_XpbGA4wP6d1NQo1E,cbdemo_XpbGA4wP6d1NQo1E,DemoInv_108,2015-03-11T12:23:00.000Z,2015-02-08T12:23:00.000Z,4900,Paid,3/11/2015 12:23:00,,0,TRUE,FALSE,Rahul,G,rahul@cbacme.com,,0
cbdemo_XpbGA4wP6d1JnW1,cbdemo_XpbGA4wP6d1JnW1,DemoInv_101,2015-03-09T12:23:00.000Z,2015-02-22T12:23:00.000Z,900,Paid,3/9/2015 12:23:00,,0,TRUE,TRUE,John,Wayne,john@cbacme.com,,0
cbdemo_XpbGA4wP6d1NQo1E,cbdemo_XpbGA4wP6d1NQo1E,DemoInv_107,2015-02-08T12:23:00.000Z,2015-01-24T12:23:00.000Z,4900,Paid,2/8/2015 12:23:00,,0,TRUE,TRUE,Rahul,G,rahul@cbacme.com,,0
cbdemo_XpbGA4wP6d1MsCl,cbdemo_XpbGA4wP6d1MsCl,DemoInv_105,2015-01-08T12:23:00.000Z,2014-12-24T12:23:00.000Z,2400,Paid,1/8/2015 12:23:00,,0,TRUE,TRUE,Roger,W,rwicker@cbacme.com,,0
