Customer Id,Subscription Id,Invoice Number,Invoice Date,Start Date,Amount,Status,Paid On,Next Retry,Refunded Amount,Recurring,First Invoice,Customer Details,Tax Total
2uENY34LP7v8aYs8di,2uENY34LP7vA8698fV,7043,25/04/2015 06:04,25/03/2015 06:04,11.00,Paid,4/25/2015 6:04:00,,0.00,TRUE,FALSE,"{""Customer Email"":""john@test.com"",""Customer First Name"":""John"",""Customer Last Name"":""Doe"",""Customer Company"":""""}",1.00
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7042,20/04/2015 12:01,20/04/2015 11:52,5511.00,Paid,4/27/2015 9:58:00,,4000.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",501.00
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7041,20/04/2015 11:52,20/04/2015 11:45,5511.00,Payment Due,,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",501.00
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7040,20/04/2015 11:45,20/04/2015 11:41,5315.00,Payment Due,,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",483.20
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7039,20/04/2015 11:41,20/04/2015 11:31,0.00,Paid,4/20/2015 11:41:00,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",0.00
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7038,20/04/2015 11:31,17/04/2015 04:27,0.00,Paid,4/20/2015 11:31:00,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",0.00
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7037,17/04/2015 04:27,17/04/2015 04:26,0.00,Pending,,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",0.00
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7036,17/04/2015 04:26,17/04/2015 04:26,98.00,Pending,,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",8.90
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7035,17/04/2015 04:26,17/04/2015 04:25,0.00,Pending,,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",0.00
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7034,17/04/2015 04:25,17/04/2015 04:25,11.00,Pending,,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",1.00
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7033,17/04/2015 04:25,17/04/2015 04:25,98.00,Pending,,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",8.90
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7032,17/04/2015 04:25,17/04/2015 04:25,0.00,Paid,4/17/2015 4:25:00,,0.00,TRUE,TRUE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",0.00
2uENY34fPA5Ela4NBW,2uENY34fPA5Ela4NBW,7031,17/04/2015 04:24,17/04/2015 04:23,0.00,Pending,,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",0.00
2uENY34fPA5Ela4NBW,2uENY34fPA5Ela4NBW,7030,17/04/2015 04:23,17/04/2015 04:23,0.00,Paid,4/20/2015 6:26:00,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",0.00
2uENY34fPA5Ela4NBW,2uENY34fPA5Ela4NBW,7029,17/04/2015 04:23,17/04/2015 04:23,11.00,Paid,4/20/2015 6:27:00,,0.00,TRUE,TRUE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",1.00
HpvtAaeP9MUKXUdA,HpvtAaeP9MUKXUdA,7028,09/04/2015 12:43,09/04/2015 12:43,98.00,Paid,4/9/2015 12:43:00,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",8.90
HpvtAaeP9MUKXUdA,HpvtAaeP9MUKXUdA,7027,09/04/2015 12:43,09/04/2015 12:43,11.00,Payment Due,,,0.00,TRUE,TRUE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",1.00
HpvtAaeP9MT4oDcT,HpvtAaeP9MT4oDcT,7026,09/04/2015 12:42,09/04/2015 12:38,109.00,Pending,,,0.00,TRUE,FALSE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",9.90
HpvtAaeP9MT4oDcT,HpvtAaeP9MT4oDcT,7025,09/04/2015 12:38,09/04/2015 12:38,11.00,Payment Due,,,0.00,TRUE,TRUE,"{""Customer Email"":"""",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",1.00
2uENY39VP9EWToN1oTn,2uENY39VP9EWToN1oTn,7024,08/04/2015 04:01,08/04/2015 04:01,11.00,Payment Due,,,0.00,TRUE,TRUE,"{""Customer Email"":""chitra@chargebee.com"",""Customer First Name"":"""",""Customer Last Name"":"""",""Customer Company"":""""}",1.00
1mqYqp8P7vGR0b8Ww,1mqYqp8P7vGR0b8Ww,7023,01/04/2015 06:26,01/04/2015 06:26,11.00,Paid,4/1/2015 6:26:00,,0.00,FALSE,TRUE,"{""Customer Email"":""john@user.com"",""Customer First Name"":""John"",""Customer Last Name"":""Wayne"",""Customer Company"":""""}",1.00
1mqYqp8P7vGR0b8Ww,1mqYqp8P7vGR0b8Ww,7022,01/04/2015 06:26,25/03/2015 06:30,17.00,Pending,,,0.00,TRUE,FALSE,"{""Customer Email"":""john@user.com"",""Customer First Name"":""John"",""Customer Last Name"":""Wayne"",""Customer Company"":""""}",1.55
1mqYqp8P7vGR0b8Ww,1mqYqp8P7vGR0b8Ww,7021,25/03/2015 06:30,25/03/2015 06:30,11.00,Paid,3/25/2015 6:30:00,,0.00,TRUE,TRUE,"{""Customer Email"":""john@user.com"",""Customer First Name"":""John"",""Customer Last Name"":""Wayne"",""Customer Company"":""""}",1.00
1mqYqp8P7vDLW98TV,1mqYqp8P7vDLW98TV,7020,25/03/2015 06:28,25/03/2015 06:28,11.00,Paid,3/25/2015 6:28:00,,0.00,TRUE,TRUE,"{""Customer Email"":""asdfa@asd.com"",""Customer First Name"":""asda"",""Customer Last Name"":""asd"",""Customer Company"":""""}",1.00
test_sub2,test_sub2,7019,25/03/2015 06:08,25/03/2015 06:08,11.00,Paid,3/25/2015 6:08:00,,0.00,TRUE,TRUE,"{""Customer Email"":"""",""Customer First Name"":""John"",""Customer Last Name"":""Doe"",""Customer Company"":""""}",1.00
test_sub,test_sub,7018,25/03/2015 06:07,25/03/2015 06:07,11.00,Paid,3/25/2015 6:07:00,,0.00,TRUE,TRUE,"{""Customer Email"":"""",""Customer First Name"":""John"",""Customer Last Name"":""Doe"",""Customer Company"":""""}",1.00
2uENY34LP7v8aYs8di,2uENY34LP7vA8698fV,7017,25/03/2015 06:04,25/03/2015 06:04,11.00,Paid,3/25/2015 6:04:00,,0.00,TRUE,TRUE,"{""Customer Email"":""john@test.com"",""Customer First Name"":""John"",""Customer Last Name"":""Doe"",""Customer Company"":""""}",1.00
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,7015,25/03/2015 05:46,25/03/2015 05:44,0.00,Paid,3/25/2015 5:47:00,,0.00,TRUE,FALSE,"{""Customer Email"":""jon@cbacme.com"",""Customer First Name"":""Jon"",""Customer Last Name"":""M"",""Customer Company"":""""}",0.00
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,7014,25/03/2015 05:44,25/03/2015 05:44,120.00,Pending,,,0.00,TRUE,FALSE,"{""Customer Email"":""jon@cbacme.com"",""Customer First Name"":""Jon"",""Customer Last Name"":""M"",""Customer Company"":""""}",10.90
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,7012,25/03/2015 05:43,25/03/2015 05:42,0.00,Paid,3/25/2015 5:44:00,,0.00,TRUE,FALSE,"{""Customer Email"":""jon@cbacme.com"",""Customer First Name"":""Jon"",""Customer Last Name"":""M"",""Customer Company"":""""}",0.00
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,7011,25/03/2015 05:42,24/03/2015 12:23,35.00,Paid,3/25/2015 5:43:00,,0.00,TRUE,FALSE,"{""Customer Email"":""jon@cbacme.com"",""Customer First Name"":""Jon"",""Customer Last Name"":""M"",""Customer Company"":""""}",3.19
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,DemoInv_102,24/03/2015 12:23,09/03/2015 12:23,116.65,Paid,3/24/2015 12:23:00,,0.00,TRUE,TRUE,"{""Customer Email"":""jon@cbacme.com"",""Customer First Name"":""Jon"",""Customer Last Name"":""M"",""Customer Company"":""""}",0.00
cbdemo_XpbGA4wP6d1ML7N,cbdemo_XpbGA4wP6d1ML7N,DemoInv_103,20/03/2015 12:23,05/03/2015 12:23,49.00,Paid,3/20/2015 12:23:00,,0.00,TRUE,TRUE,"{""Customer Email"":""mbruner@cbacme.com"",""Customer First Name"":""Michael"",""Customer Last Name"":""B"",""Customer Company"":""""}",0.00
cbdemo_XpbGA4wP6d1MalY,cbdemo_XpbGA4wP6d1MalY,DemoInv_104,14/03/2015 12:23,12/02/2015 12:23,198.00,Paid,3/14/2015 12:23:00,,0.00,TRUE,TRUE,"{""Customer Email"":""tmaddix@cbacme.com"",""Customer First Name"":""Tammy"",""Customer Last Name"":""M"",""Customer Company"":""""}",0.00
cbdemo_XpbGA4wP6d1NQo1E,cbdemo_XpbGA4wP6d1NQo1E,DemoInv_108,11/03/2015 12:23,08/02/2015 12:23,49.00,Paid,3/11/2015 12:23:00,,0.00,TRUE,FALSE,"{""Customer Email"":""rahul@cbacme.com"",""Customer First Name"":""Rahul"",""Customer Last Name"":""G"",""Customer Company"":""""}",0.00
cbdemo_XpbGA4wP6d1JnW1,cbdemo_XpbGA4wP6d1JnW1,DemoInv_101,09/03/2015 12:23,22/02/2015 12:23,9.00,Paid,3/9/2015 12:23:00,,0.00,TRUE,TRUE,"{""Customer Email"":""john@cbacme.com"",""Customer First Name"":""John"",""Customer Last Name"":""Wayne"",""Customer Company"":""""}",0.00
cbdemo_XpbGA4wP6d1NQo1E,cbdemo_XpbGA4wP6d1NQo1E,DemoInv_107,08/02/2015 12:23,24/01/2015 12:23,49.00,Paid,2/8/2015 12:23:00,,0.00,TRUE,TRUE,"{""Customer Email"":""rahul@cbacme.com"",""Customer First Name"":""Rahul"",""Customer Last Name"":""G"",""Customer Company"":""""}",0.00
cbdemo_XpbGA4wP6d1MsCl,cbdemo_XpbGA4wP6d1MsCl,DemoInv_105,08/01/2015 12:23,24/12/2014 12:23,24.00,Paid,1/8/2015 12:23:00,,0.00,TRUE,TRUE,"{""Customer Email"":""rwicker@cbacme.com"",""Customer First Name"":""Roger"",""Customer Last Name"":""W"",""Customer Company"":""""}",0.00
